time,open,high,low,close
1571785200,1.11314,1.11314,1.11242,1.11243
1571788800,1.11239,1.11391,1.11055,1.11244
1571792400,1.11244,1.11311,1.11243,1.11305
1571796000,1.11306,1.11306,1.11275,1.11288
1571799600,1.11288,1.11306,1.11247,1.11259
1571803200,1.11259,1.11268,1.11210,1.11211
1571806800,1.11211,1.11242,1.11199,1.11200
1571810400,1.11200,1.11202,1.11157,1.11173
1571814000,1.11173,1.11231,1.11173,1.11207
1571817600,1.11208,1.11252,1.11188,1.11249
1571821200,1.11249,1.11287,1.11178,1.11196
1571824800,1.11196,1.11277,1.11186,1.11245
1571828400,1.11245,1.11262,1.11183,1.11183
1571832000,1.11182,1.11222,1.11100,1.11117
1571835600,1.11117,1.11201,1.11061,1.11071
1571839200,1.11071,1.11211,1.11071,1.11196
1571842800,1.11196,1.11250,1.11165,1.11226
1571846400,1.11224,1.11245,1.11170,1.11227
1571850000,1.11227,1.11237,1.11117,1.11147
1571853600,1.11147,1.11235,1.11136,1.11172
1571857200,1.11172,1.11221,1.11153,1.11207
1571860800,1.11207,1.11240,1.11187,1.11234
1571864400,1.11234,1.11288,1.11228,1.11281
1571868000,1.11281,1.11402,1.11274,1.11330
1571871600,1.11330,1.11334,1.11289,1.11297
1571875200,1.11310,1.11620,1.10925,1.11314
1571878800,1.11316,1.11330,1.11302,1.11322
1571882400,1.11323,1.11333,1.11313,1.11320
1571886000,1.11320,1.11323,1.11290,1.11314
1571889600,1.11315,1.11385,1.11314,1.11383
1571893200,1.11383,1.11418,1.11370,1.11374
1571896800,1.11374,1.11379,1.11349,1.11360
1571900400,1.11360,1.11379,1.11345,1.11345
1571904000,1.11345,1.11359,1.11315,1.11328
1571907600,1.11327,1.11363,1.11303,1.11351
1571911200,1.11350,1.11626,1.11341,1.11471
1571914800,1.11467,1.11472,1.11240,1.11321
1571918400,1.11321,1.11352,1.11254,1.11311
1571922000,1.11311,1.11312,1.11220,1.11283
1571925600,1.11288,1.11299,1.11201,1.11211
1571929200,1.11210,1.11535,1.11202,1.11493
1571932800,1.11493,1.11516,1.11113,1.11161
1571936400,1.11162,1.11171,1.11017,1.11054
1571940000,1.11052,1.11058,1.10930,1.10975
1571943600,1.10975,1.11084,1.10932,1.11066
1571947200,1.11067,1.11110,1.11046,1.11064
1571950800,1.11064,1.11092,1.11039,1.11083
1571954400,1.11083,1.11091,1.10995,1.10999
1571958000,1.10998,1.11049,1.10993,1.11037
1571961600,1.11043,1.11224,1.10724,1.11046
1571965200,1.11046,1.11055,1.11035,1.11035
1571968800,1.11035,1.11041,1.11020,1.11034
1571972400,1.11035,1.11041,1.11010,1.11015
1571976000,1.11015,1.11052,1.11015,1.11024
1571979600,1.11022,1.11044,1.11007,1.11035
1571983200,1.11035,1.11036,1.11011,1.11023
1571986800,1.11023,1.11032,1.11018,1.11020
1571990400,1.11022,1.11093,1.11011,1.11088
1571994000,1.11088,1.11098,1.11050,1.11094
1571997600,1.11094,1.11149,1.11047,1.11132
1572001200,1.11131,1.11226,1.11120,1.11208
1572004800,1.11208,1.11228,1.11133,1.11153
1572008400,1.11153,1.11194,1.11128,1.11139
1572012000,1.11138,1.11147,1.11060,1.11060
1572015600,1.11060,1.11093,1.10956,1.10997
1572019200,1.10997,1.11053,1.10872,1.10938
1572022800,1.10937,1.10957,1.10869,1.10908
1572026400,1.10908,1.10917,1.10801,1.10809
1572030000,1.10809,1.10815,1.10733,1.10736
1572033600,1.10736,1.10797,1.10729,1.10769
1572037200,1.10769,1.10820,1.10761,1.10800
1572040800,1.10799,1.10825,1.10781,1.10800
1572044400,1.10800,1.10811,1.10772,1.10794
1572220800,1.10797,1.11059,1.10755,1.10819
1572224400,1.10817,1.10840,1.10815,1.10839
1572228000,1.10839,1.10843,1.10816,1.10821
1572231600,1.10821,1.10821,1.10771,1.10783
1572235200,1.10783,1.10792,1.10760,1.10787
1572238800,1.10787,1.10815,1.10782,1.10815
1572242400,1.10815,1.10839,1.10809,1.10826
1572246000,1.10827,1.10877,1.10816,1.10876
1572249600,1.10876,1.10913,1.10856,1.10912
1572253200,1.10911,1.10919,1.10859,1.10899
1572256800,1.10899,1.10969,1.10884,1.10915
1572260400,1.10915,1.10958,1.10883,1.10914
1572264000,1.10914,1.10957,1.10902,1.10947
1572267600,1.10947,1.11065,1.10945,1.10967
1572271200,1.10966,1.11020,1.10869,1.10872
1572274800,1.10872,1.10967,1.10843,1.10941
1572278400,1.10940,1.10977,1.10901,1.10917
1572282000,1.10917,1.10941,1.10863,1.10932
1572285600,1.10932,1.10987,1.10918,1.10985
1572289200,1.10985,1.11028,1.10968,1.11022
1572292800,1.11022,1.11022,1.10968,1.10977
1572296400,1.10977,1.11032,1.10967,1.11027
1572300000,1.11027,1.11030,1.10986,1.10991
1572303600,1.10990,1.11019,1.10976,1.10994
1572307200,1.10990,1.11179,1.10729,1.10981
1572310800,1.10980,1.10997,1.10976,1.10982
1572314400,1.10982,1.10998,1.10965,1.10976
1572318000,1.10978,1.10980,1.10915,1.10943
1572321600,1.10942,1.11023,1.10939,1.10969
1572325200,1.10969,1.10975,1.10945,1.10963
1572328800,1.10962,1.10967,1.10924,1.10930
1572332400,1.10930,1.10951,1.10924,1.10942
